Guid,AccountId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,Subject,Priority,Description,IsEscalated,Comments
8a94f1a9-7c11-48e3-81cb-b60951c6c6ee,04d3de75-945d-439c-8b37-04783fd2a292,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
122e006e-2f4b-43af-9083-08f3df74a17b,d22b9522-e924-415f-bb5b-41a7088617ba,#N/A,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
816cf3ec-dc95-4a82-8c6d-708ca71e34db,222383ca-245c-4e2d-8409-ccedefcc63ff,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
604dd8b0-adb5-466b-8717-a6702d86bf18,d53e7f1f-d7df-48ca-9939-ca2903e63dc2,#N/A,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
42c21a56-c49d-41eb-9127-cc792a69e899,1dd04607-7227-46ae-a213-20bea352a0b8,#N/A,#N/A,#N/A,#N/A,Question,On Hold,Existing problem,#N/A,Subscription Renewal,Medium,User Needs Help,false,#N/A
47be80e7-65c7-4434-8d5f-e77899d1c1eb,229a0aea-c979-4c06-92cd-8677e7bd6316,#N/A,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,#N/A,How to remove the Salesforce Id from the Document's name,Medium,User Needs Help,false,#N/A
832f78a1-6883-46e2-8db1-52b8e885d19e,a49920b1-d25e-499b-8d5b-dce2a9d90838,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
69b68e3f-29b1-406e-958a-eed628f2b582,f56ebb78-427e-422f-8087-0e73656bba06,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
01e348e2-45a2-4635-aef2-c9642fa958f2,62f2b56b-1f44-41ba-9f99-01514e74088f,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
cec2df09-c496-478b-803c-a063ad99e9e6,181898d2-4913-4aca-a3e8-2bf2ed62fd15,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
3b764545-a8b8-4aec-bcce-720d3da527d3,1f8e85eb-d58d-48a5-b934-b013131ffe53,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
7165fee6-06a0-4a5d-84fe-72a519eb0e48,b3695549-ddb4-48e8-9bf9-b918ee1f1dff,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
bd7e487d-5d89-49db-b2a5-f50f2551f04a,11d346f5-d91c-438b-a9d8-dd1efc12a83d,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
8f866316-61ab-45c7-ae13-8aa57afe496c,fa42db97-2bda-4f4b-8598-385a012389af,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
a54d2630-4633-47d0-af3a-d877786a8367,d22b9522-e924-415f-bb5b-41a7088617ba,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
041f94a0-c0a0-4a0a-8be1-dd41839a48a4,2d7d4628-1dbf-4d8b-84d7-02793096e9ad,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
867b9c9d-8ec9-497e-92bc-d60134e19ac8,1f8e85eb-d58d-48a5-b934-b013131ffe53,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
c8349845-39bf-4d65-b02e-ae070b0ee226,f9640b58-a44d-4e35-9591-543ddaa6ca4e,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
50d9621d-7591-462f-8bcb-e047cc8fce59,62f2b56b-1f44-41ba-9f99-01514e74088f,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
f1e9d94c-2ca2-4443-87bb-47e0d78a122e,f50ce93e-c709-46b3-9646-d93f10cc9e86,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
e6a14bf2-671e-49c5-b03b-672fb2613457,652246af-0cee-4ef7-b9f0-5a54d48a66c4,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
d11a2a20-4986-4565-b361-7d2229784eb2,f0522c69-0b13-4310-b6fd-142c6f0a1e55,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
fdd776fe-2158-4f7d-a3b0-1108693f704e,31eade5e-7bea-4f8e-8f37-a40483a150af,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
f766e2b0-c941-4d91-a1a8-c95169cdb997,e0577c6e-7466-47d9-9393-1eecd5db9c30,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
a40b3948-2e7a-49c8-a616-b38458fdd87b,b7514256-f9d9-4c0c-8305-6245fe192f18,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
af490fc7-4b9d-4e76-b3b3-b50aa252def5,f50ce93e-c709-46b3-9646-d93f10cc9e86,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,Complex functionality,#N/A,How do we run a usage report?,Medium,I'd like to run a monthly usage report to see who has been using the Sales Enablement Suite.  How can I do this?,false,#N/A
3ad2f18d-bac7-42bd-912f-94d818ca5cd7,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
f5f0f3ba-b5f4-41ca-8458-4cee2f041a8b,f26b90b0-0e0b-4759-b078-dd34ef69e2fc,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
04f3e5c3-96cb-456e-8502-6b70d5031d9a,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
a5ac9256-f989-4aab-9481-f484f4fd094d,d6734588-54f8-4395-821d-3f6669d8332f,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
ed1b57db-20c7-4865-8659-d3cfe9763ca4,ca1b8828-a1af-4fe3-adb2-5727f2bad4b2,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
551d3e6e-1c06-4251-a6dd-a96a26c1a2d3,4e45048b-93f7-4da8-8d56-79e6609f2b34,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
ac59d697-5afb-463c-9661-8580df6c92ba,af50583b-0637-4b81-8424-b0537cd29c57,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
11a88455-a48b-46d5-87a0-81a4b599c4bb,437df295-8391-422c-b5fe-73dd46f186f5,#N/A,#N/A,#N/A,#N/A,Problem,Closed,Complex functionality,#N/A,Problem in   Scheduled Event,Medium,Prefers Direct Phone Outreach,false,#N/A
edc491fa-ee9c-41a3-b420-a7b91db407fe,48fbd67f-9f0b-4da3-a117-56a414e3e5fe,#N/A,#N/A,#N/A,#N/A,Problem,New,User didn't attend training,#N/A,Crash in chrome - instructed to clear cache,Medium,EMEA Case,false,#N/A
4e1041a5-deb3-4d3a-a76f-2ff2c330a773,c64ab0e9-d4c2-49b1-988f-24bd799f061e,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
412472b5-d25c-4616-8cb4-89235557fac3,d68e6e79-4477-4a16-9321-79fde84c4200,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
8d5e61ff-fc06-4ce3-a229-5c438fda97d2,09da5258-f65d-47df-bb8e-413d79928f61,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,How do we restrict access to company analytics?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
a4547a18-a5e7-4c67-91e6-9b8f429e4749,fb5522c5-87e1-46ea-b43b-8fd75733ce15,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
06608754-c1eb-4aad-9958-de2c07f364dc,9936e5e6-14a3-4dbf-87b4-a054504fbf61,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
0dac2160-567e-4315-9f5e-dc1b926ca513,4a475c85-1ac9-4a45-91c8-41a5ab06c663,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
1ace6c06-234e-4dc0-b59e-ada14a925f72,629f686e-9380-4d08-900f-95f9fce8d18d,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
1c5aa8c3-b921-4e5b-8e95-1e602932180a,1bbbd83a-fd4e-4225-b2ec-428d01092afe,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
eaccbf59-0baa-425f-8067-92a6568c36cd,8fceeffe-2bdc-494e-b793-1ba8eea80e09,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
9b5a44b7-2b50-4f48-b08e-c5a6c2f4cdd9,ad957499-2386-4f9b-a5fd-e6bd425b73a3,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
1eb62c15-58b4-4a23-915d-9a40579a3928,02fbb698-e655-4f56-8006-d0a1c122ed05,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,How much do I owe on my bill?,Medium,I can't find my last billing statement and am unsure how much my bill should be this month.,false,#N/A
7ff71395-fc44-4726-abd1-8f6d8a065b6c,222383ca-245c-4e2d-8409-ccedefcc63ff,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
757b5508-7052-47ae-a35d-fb9fd28f0f6f,9fec2ae2-884c-41ed-b781-466550bbd0b1,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
a536a3f1-e1eb-4a3e-a18c-bab69118e380,33244dc5-224e-4b59-a6eb-5eb0e1670d3b,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
e0ab870f-2344-417c-a4d1-025b482a2afd,31eade5e-7bea-4f8e-8f37-a40483a150af,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
24fb75ca-c94f-44d1-8b54-0992fd2b1b26,09da5258-f65d-47df-bb8e-413d79928f61,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
41811742-cee9-489d-9d09-971831550613,ad957499-2386-4f9b-a5fd-e6bd425b73a3,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
8e0be747-0eef-4e14-aca6-74e6dc693ed4,98fdcff4-bc6e-4035-9427-313addf04b08,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
f381089a-c432-4a39-83e4-ec170bfcd4d8,bb30fe42-4973-4beb-96d3-3e0ab265fa51,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
245ce8ba-1275-49e3-9fa9-8b10286b7df6,e34ef005-0cd8-4a93-a6bb-0f30f0aa1503,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
818c8ffe-c2bb-4408-9f03-16aa6dcd7714,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
2f994903-fcc9-449a-90b2-b6a9c8fbebc2,af50583b-0637-4b81-8424-b0537cd29c57,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
870263b8-7feb-43d6-8957-db174b5838e4,d6734588-54f8-4395-821d-3f6669d8332f,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
3bbf82ed-b904-47aa-a31a-6dbf145519db,02fbb698-e655-4f56-8006-d0a1c122ed05,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
cb1a74e8-77e5-4263-bf48-a1aa6826bfb6,9f6814d7-8a04-4d8f-856d-3975f8f0cb00,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
fb4f062b-b315-4849-8fe0-f2b40eae5579,b9b93108-e892-4d27-bf0c-f4b07b80b5c7,#N/A,#N/A,#N/A,#N/A,Question,Escalated,Instructions not clear,#N/A,What are your support hours?,Medium,Can I call on Saturdays?,false,#N/A
f6e343e1-90b8-4f3c-b66e-29e910b4f69c,04081f77-3fd2-492c-b97d-70ec1649a5bb,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
a72766db-362b-416f-9e78-a012a816c249,cc08c154-76c4-4769-be40-aaf165e440b3,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
8f364c63-0abb-4d12-8c5f-9e813070e293,629f686e-9380-4d08-900f-95f9fce8d18d,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
8081ee3b-a38d-4045-a5b0-177847a3f6d8,73a11015-4b91-4e38-8a95-f4e39357b76d,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
f5c4bd38-a5e9-4208-93b2-6650819a821a,9fd95f56-37bd-4036-bc0e-e8d5f06cac41,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
a0ecfebe-23e4-48bd-879c-82991cadea48,4a865490-9780-46da-93ed-336f020aa95e,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
671b0dd2-f03a-4199-b4df-79c0baecc577,4a865490-9780-46da-93ed-336f020aa95e,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
f1fa76bb-2618-494f-b6bc-7e658911ef59,380d9c79-d077-4b94-96b5-d6df17fc4c5a,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
a94a0442-f9d0-451d-9e94-6b9e7e8ee1a7,6a13d0c4-731e-40a8-9679-4c59e1f8bfdd,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
5fdb36af-cd6b-45b4-9cc6-398c8318372a,437df295-8391-422c-b5fe-73dd46f186f5,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
36cbcb21-083b-4f71-89d7-c26c276c0e6f,ad957499-2386-4f9b-a5fd-e6bd425b73a3,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
a067d877-844a-419f-8e73-55e95d420604,bb30fe42-4973-4beb-96d3-3e0ab265fa51,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
d64707b6-0d6a-4fb6-a0c4-861ce79e0b2c,bdf830b1-f7d4-4b49-8b9d-5237f5acc9d6,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
de2d2cce-ae63-451f-89b1-b91562d6c581,0ba3146b-df2e-499e-a5c7-428305fca5a0,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
42a145b2-96f2-4026-9069-1a9c98352152,466ba7d2-0642-496f-9327-e4ad8314b216,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
5bdee063-cd6c-4db6-828e-88fe753fc547,bdf830b1-f7d4-4b49-8b9d-5237f5acc9d6,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
cea02334-e24e-4d13-af94-f0e547fb5687,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Problem,Escalated,User didn't attend training,#N/A,Activity logged twice,Medium,User Needs Help,false,#N/A
0fbb63b2-4378-451e-afe1-f4535e56ab97,56837d40-7123-4702-93a8-8aaacc4ada28,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
ea98d52b-0c74-4fd9-a7d1-7f23d915b6ad,1dd04607-7227-46ae-a213-20bea352a0b8,#N/A,#N/A,#N/A,#N/A,Problem,Closed,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
837b9916-df9b-4be7-bac3-59dc3cf41c4d,1bbbd83a-fd4e-4225-b2ec-428d01092afe,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
0f506cba-001a-41df-bd70-ce52446965bb,af33cce6-6933-473d-bbee-8604a2905a12,#N/A,#N/A,#N/A,#N/A,Problem,Escalated,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
c16c34ae-3081-4ce7-9657-e5f76a6bbc82,92a6efd5-7523-4651-a1da-31ad09d6bd88,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
03c3f205-0917-421b-bd6f-f0d18e6b1ce4,62daecfe-8728-4927-8172-ff7de796551c,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,User didn't attend training,#N/A,Can I embed an excel template into a word template?,Medium,User Needs Help,false,#N/A
63a94490-a699-4277-99eb-d89af2847696,ad15c101-d872-4de4-82f2-d38e4333b5a4,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
d0de8a1b-45e1-455d-96be-577e81d238c0,d42605d3-8c54-4c1e-bd62-0cdca8e6b5e8,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
09a70294-4c68-49fb-85c9-b70d56dd23cc,df4db55a-57b8-4afc-a7b4-2358d7456367,#N/A,#N/A,#N/A,#N/A,#N/A,Approved,#N/A,#N/A,Wireless router not broadcasting.,Medium,Wireless router not broadcasting. No one hears my screams...,false,#N/A
631a5042-9ffa-4c2a-b40c-0babd275a7cd,c8b97cf7-39e0-42c0-a414-f6ee777103bf,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
ac8c31ec-279e-4b7e-8156-f03641e81419,9b45b43a-fdc7-47ef-9570-0a632e642c2a,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
2ffed002-b726-43a3-a90d-3b451ddc227c,9fec2ae2-884c-41ed-b781-466550bbd0b1,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,New problem,#N/A,Error Messages - Slow / not responding,Medium,EMEA Case,false,#N/A
e6cd3ba9-5caf-497c-b6e4-e03cb3a7d937,ce27869a-03a8-4dc9-90f5-441d03e7d97e,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
fcc7922d-4a51-4c09-bc20-72d9b145c7a8,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
8917715e-5c41-421a-a571-3b73569118bd,1f8e85eb-d58d-48a5-b934-b013131ffe53,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
64eaf6bc-1e35-4818-9c6e-6e4a79a4d6ac,6c62d661-c3fa-43a3-93a4-7850a466205a,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
b52a93e7-6be1-44db-b8ff-fc3bdf033fbb,8628af2c-bd93-4ee0-bf37-b1ca9f606ac2,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
35bf0178-3566-4716-92c7-af073a5edb31,8313a611-528f-4b17-91ee-a39a66338c7d,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
9d6d729c-32bb-4a6b-8f5f-7b8b79ad7eec,a49920b1-d25e-499b-8d5b-dce2a9d90838,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
31fbb835-0cb2-4fc8-9178-5328e9ff5d2b,1bbbd83a-fd4e-4225-b2ec-428d01092afe,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
652c0f5b-1c02-49c0-9313-5131bb309fcf,09da5258-f65d-47df-bb8e-413d79928f61,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
92dd57e2-f3c4-4f6a-a119-67838ac96b9c,d6cd5a4f-4f8b-4279-ab65-5c0c59100b6a,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
1dbe04fb-69d4-4807-91e4-c1052f2746a6,4b9e1789-4962-4ed4-a016-d026f66566e1,#N/A,#N/A,#N/A,#N/A,Problem,New,User didn't attend training,#N/A,Using attachments as templates,Medium,EMEA Case,false,#N/A
